t,u1,u2,u3,tau,x_q,xdot_q,z_q,zdot_q,theta,theta_dot,beta,beta_dot
0.0,2.335811640397395,0.3807068407567281,0.3807068407567281,0.4506455059669324,-2.0,0.0,2.0,0.0,1.0806329744393126e-05,0.0,0.3490658503991208,0.0
0.0043804755944931,6.100137533704771,2.297071025709554,2.297071025709554,-1.0266275540584853,-2.0,0.008228890597820282,2.0,-0.004814136307686567,1.0806329555634875e-05,-0.0020424306858330965,0.3490658402442932,1.0019581317901611
0.0087609511889862,5.612751857455804,1.0980425239122273,1.0980425239122273,0.4599656217468384,-1.9999639987945557,-0.006204431876540184,1.9999788999557495,-0.04714159294962883,1.8595119399833493e-06,0.0950201079249382,0.3534548878669739,-0.7676297426223755
0.0131414267834793,7.98736749903018,-0.13986488820705495,-0.13986488820705495,0.20207891842995912,-1.9999911785125732,0.003555833362042904,1.9997724294662476,-0.0264735110104084,0.0004180927644483745,0.11365397274494171,0.3500922918319702,0.399660587310791
0.0175219023779724,8.642932314693695,0.11073706428987388,0.11073706428987388,-1.0375273513075889,-1.999975562095642,0.009860711172223091,1.9996564388275146,0.0008854586631059647,0.0009159512119367719,0.10366813093423843,0.351842999458313,1.160590410232544
0.0219023779724655,5.559583660073948,-0.8103607993507753,-0.8103607993507753,-0.20872397107902757,-1.9999324083328247,-0.003834023140370846,1.9996603727340698,-0.022406786680221558,0.0013700670097023249,0.13720110058784485,0.35692694783210754,-0.5167484283447266
0.0262828535669586,4.281796465411091,1.3943467118802257,1.3943467118802257,1.4788829578807776,-1.9999492168426514,-0.005152759607881308,1.9995622634887695,-0.03212052583694458,0.001971072982996702,0.11963139474391937,0.35466334223747253,-0.6831132769584656
0.0306633291614518,8.196945890175666,0.8874996162147534,0.8874996162147534,-2.1459883537047726,-1.9999717473983765,0.021099071949720383,1.9994215965270996,0.024008065462112427,0.002495115390047431,0.11716266721487045,0.3516709804534912,2.4527781009674072
0.0350438047559449,7.831323464956928,-2.485990726071165,-2.485990726071165,-0.10770031842273672,-1.9998793601989746,-0.010458890348672867,1.9995267391204834,-0.05261049419641495,0.003008343745023012,0.20575013756752014,0.3624153137207031,-1.4508187770843506
0.039424280350438,6.275438769121011,0.1643202945682794,0.1643202945682794,0.10887005989616944,-1.999925136566162,-0.008937085047364235,1.9992963075637817,-0.040472593158483505,0.003909626975655556,0.13629651069641113,0.3560600280761719,-1.3147997856140137
0.0438047559449311,7.1256757916876134,-0.7167573900757762,-0.7167573900757762,-0.35468295317388804,-1.9999642372131348,-0.004432757385075092,1.9991190433502197,-0.03051767125725746,0.004506670404225588,0.13791583478450775,0.3503005802631378,-0.8165394067764282
0.0481852315394242,6.60754665457021,-0.8651305733755921,-0.8651305733755921,-0.07080616017868063,-1.9999836683273315,-0.007330561056733131,1.9989854097366333,-0.034773796796798706,0.005110807251185179,0.1273421198129654,0.346723735332489,-1.2021301984786987
0.0525657071339173,6.977036489109134,-0.594866096658404,-0.594866096658404,0.7091958799721102,-2.0000157356262207,-0.0056847017258405685,1.9988330602645874,-0.030273079872131348,0.005668626166880131,0.10414532572031021,0.3414578437805176,-1.0454975366592407
0.0569461827284105,3.7763796876039253,0.45454331068467035,0.45454331068467035,-0.5492092974672068,-2.0000405311584473,0.008569832891225815,1.998700499534607,0.012228317558765411,0.006124832201749086,0.06606258451938629,0.33687806129455566,0.6810733079910278
0.0613266583229036,6.492338279869314,0.231833988180921,0.231833988180921,0.10515040641031087,-2.0000030994415283,0.0014477698132395744,1.9987540245056152,-0.026527047157287598,0.006414217874407768,0.09537534415721893,0.3398614823818207,-0.2414492964744568
0.0657071339173967,5.042078271279354,0.5291891664615197,0.5291891664615197,-0.888686509422061,-1.9999967813491821,0.005753399804234505,1.9986377954483032,-0.014904476702213287,0.006832007318735123,0.09907490760087967,0.33880382776260376,0.2610887885093689
0.0700876095118898,5.646400234927529,0.21770691708519846,0.21770691708519846,0.9528303246237624,-1.999971628189087,-0.006309942342340946,1.9985724687576294,-0.05921642482280731,0.007266002707183361,0.1404813677072525,0.33994752168655396,-1.2800655364990234
