t,u1,u2,u3,tau,x_q,xdot_q,z_q,zdot_q,theta,theta_dot,beta,beta_dot
0.0,6.276282323220712,1.6228083870729217,1.6228083870729217,0.24771276223275743,-2.0,0.0,2.0,0.0,1.0806329744393126e-05,0.0,0.3490658503991208,0.0
0.0043804755944931,5.810364024176293,2.6434073531861624,2.6434073531861624,-1.6428397619852129,-2.0,0.006365198642015457,2.0,0.016297362744808197,1.0806329555634875e-05,0.04015715420246124,0.3490658402442932,0.7749939560890198
0.0087609511889862,3.904325642329139,-1.2015119249981312,-1.2015119249981312,0.46109595103947265,-1.9999721050262451,-0.018288660794496536,2.0000712871551514,-0.05591580271720886,0.00018671376165002584,0.16532915830612183,0.35246068239212036,-2.2342259883880615
0.0131414267834793,5.377953931656755,-1.980272140699877,-1.980272140699877,0.5307233182118385,-2.0000522136688232,-0.00873089674860239,1.9998263120651245,-0.04844541847705841,0.0009109341190196574,0.11677573621273041,0.34267371892929077,-1.141221046447754
0.0175219023779724,9.243992449037048,-0.3972427701333991,-0.3972427701333991,-0.0636899944051709,-2.0000903606414795,0.0019084326922893524,1.9996141195297241,-0.02629150077700615,0.0014224674087017775,0.043446704745292664,0.337674617767334,0.15741252899169922
0.0219023779724655,6.775362219491965,-0.22410622848110265,-0.22410622848110265,0.5568318487743256,-2.000082015991211,0.004307953640818596,1.999498963356018,-0.0011477097868919373,0.0016127846902236342,0.033705905079841614,0.3383641541004181,0.4477330446243286
0.0262828535669586,5.491564528571724,-1.4513465021361833,-1.4513465021361833,-0.6332662381028252,-2.000063180923462,0.015671757981181145,1.999493956565857,0.033007800579071045,0.00176043261308223,0.010900037363171577,0.3403254449367523,1.861807942390442
0.0306633291614518,7.167703520529831,1.490494221489064,1.490494221489064,-0.7328217536858236,-1.9999945163726807,0.007960672490298748,1.999638557434082,0.0035435985773801804,0.001808180008083582,-0.012990498915314674,0.34848105907440186,0.8488290309906006
0.0350438047559449,8.981568050984954,-0.23290706440928163,-0.23290706440928163,0.49746266938672323,-1.9999595880508423,-0.001200621947646141,1.9996540546417236,-0.017387444153428078,0.0017512755002826452,0.05193737894296646,0.35219934582710266,-0.28768789768218994
0.039424280350438,3.825671461924803,-1.4061454110158098,-1.4061454110158098,-1.1535726612027182,-1.9999648332595825,0.010454588569700718,1.9995778799057007,0.030835339799523354,0.001978785963729024,0.030608266592025757,0.3509391248226166,1.1057565212249756
