timestamp,tol_rad,max_error_rad,mae_rad,rmse_rad,std_rad,max_percent,mean_percent,percent_within_tol,IAE,ISE,ITAE,sMAPE_percent
20260204_002150,0.05,0.04231649247497904,0.014045254998917532,0.016783538552114393,0.014732906765041654,30.527162302561077,3.750736464814981,100.0,0.04915839249621136,0.0009859050821560851,0.09204595885642049,3.7929709836176424
