t,u1,u2,u3,tau,x_q,xdot_q,z_q,zdot_q,theta,theta_dot,beta,beta_dot
0.0,5.221168811400672,-0.9262404383242919,-0.9262404383242919,0.26179424118290867,-2.0,0.0,2.0,0.0,1.1091667911795325e-05,0.0,0.3490658503991208,0.0
0.0043804755944931,8.480115765771295,-0.10688288756745945,-0.10688288756745945,0.07230476645662937,-2.0,0.005884180776774883,2.0,0.007951798848807812,1.1091668056906201e-05,-0.034694377332925797,0.3490658402442932,0.2865726053714752
0.0087609511889862,9.264907301695322,0.3884612551091324,0.3884612551091324,-0.042511140289347604,-1.999974250793457,0.011729128658771515,2.000034809112549,0.03742765635251999,-0.00014088620082475245,-0.039927225559949875,0.3503211736679077,0.5702341794967651
0.0131414267834793,7.209559504998662,0.3145616041897583,0.3145616041897583,-1.0571790654234496,-1.9999228715896606,0.016893336549401283,2.0001988410949707,0.07004202157258987,-0.000315786455757916,-0.027341466397047043,0.3528190851211548,0.8174182176589966
0.0175219023779724,9.620078215009823,-0.9055522309471928,-0.9055522309471928,-0.3812920978258482,-1.9998488426208496,0.010085990652441978,2.0005056858062744,0.05611128360033035,-0.0004355550918262452,0.012717708945274353,0.3563997745513916,0.48202747106552124
0.0219023779724655,7.569112869920644,2.1082052766527903,2.1082052766527903,-1.0553530711934385,-1.9998046159744263,0.011839735321700573,2.000751495361328,0.08179254829883575,-0.00037984547088854015,-0.00259234756231308,0.3585112988948822,0.564357340335846
0.0262828535669586,6.258718536260728,1.227940677842861,1.227940677842861,-0.4421719416651457,-1.9997527599334717,0.005064182914793491,2.0011098384857178,0.07093959301710129,-0.00039120117435231805,0.08979358524084091,0.3609834611415863,0.23986998200416565
0.0306633291614518,4.422164990071008,-1.0954759071299365,-1.0954759071299365,-0.2167985712126525,-1.9997305870056152,0.004071156959980726,2.001420497894287,0.06700301170349121,2.1374435164034367e-06,0.13856616616249084,0.3620342016220093,0.193135604262352
0.0350438047559449,5.6087610990973875,-1.1309980112791884,-1.1309980112791884,-0.44656049068529435,-1.9997127056121826,0.0044249277561903,2.001713991165161,0.054376281797885895,0.0006091231480240822,0.11290600150823593,0.36288022994995117,0.20934030413627625
0.039424280350438,6.645262505292973,0.4585193089092894,0.4585193089092894,-0.41981973952290474,-1.9996932744979858,0.0030126268975436687,2.0019521713256836,0.044930845499038696,0.0011037051444873214,0.09291825443506241,0.36379724740982056,0.14148983359336853
0.0438047559449311,4.719557164854882,-0.22525016553697985,-0.22525016553697985,0.09042190083471552,-1.9996800422668457,0.002550835721194744,2.0021491050720215,0.04484168067574501,0.0015107312938198447,0.1185685396194458,0.36441704630851746,0.11735454201698303
0.0481852315394242,8.731653804205,1.1555079822523389,1.1555079822523389,-0.4367231016979817,-1.999668836593628,0.006517311092466116,2.002345561981201,0.04355219379067421,0.002030117902904749,0.10934991389513016,0.3649311065673828,0.3003694713115692
0.0525657071339173,4.2690500697943685,0.6231715272765546,0.6231715272765546,-0.9882627030065051,-1.9996403455734253,0.007245731074362993,2.0025362968444824,0.0602397546172142,0.002509122481569648,0.15584811568260193,0.36624687910079956,0.32782700657844543
0.0569461827284105,6.578068536057128,3.1628777431148065,3.1628777431148065,-0.05003323994328429,-1.9996086359024048,-0.0009482321329414845,2.002800226211548,0.024059150367975235,0.0031918114982545376,0.20290710031986237,0.36768290400505066,-0.05787256360054016
0.0613266583229036,5.987911995243466,-0.13287979776042974,-0.13287979776042974,0.15461160593716383,-1.999612808227539,0.0027371500618755817,2.0029056072235107,0.03408050164580345,0.004080641083419323,0.2967342734336853,0.3674294054508209,0.10640381276607513
0.0657071339173967,4.700594129765318,-0.046801374989148825,-0.046801374989148825,-0.5153236389415334,-1.9996007680892944,0.008352195844054222,2.0030548572540283,0.04512787237763405,0.005380478221923113,0.2883386015892029,0.3678955137729645,0.3591216802597046
0.0700876095118898,4.641718238949596,-0.46568098754400605,-0.46568098754400605,-0.7616839418426113,-1.9995641708374023,0.00575533090159297,2.0032525062561035,0.026179566979408264,0.006643538363277912,0.30202093720436096,0.369468629360199,0.22957701981067657
0.0744680851063829,5.46422063778996,1.4700541353194638,1.4700541353194638,-0.31980463425693567,-1.9995390176773071,0.000376939307898283,2.0033671855926514,-0.0003495793789625168,0.007966533303260803,0.31066516041755676,0.37047427892684937,-0.02859078347682953
0.078848560700876,5.363600204481922,-1.4707734075308463,-1.4707734075308463,0.5506163191499232,-1.9995373487472534,0.0005202323663979769,2.0033657550811768,-0.0073242480866611,0.009327394887804985,0.3629347085952759,0.37034904956817627,-0.03534046560525894
0.0832290362953692,5.198828373135212,0.37281994195025503,0.37281994195025503,-0.8947527109630502,-1.999535083770752,0.010387579910457134,2.003333568572998,0.009963881224393845,0.010917221195995808,0.303903728723526,0.3701942563056946,0.40345901250839233
0.0876095118898623,4.21887971045153,1.6658978144321848,1.6658978144321848,-0.8768239438354667,-1.9994895458221436,0.004063662141561508,2.0033771991729736,-0.015787726268172264,0.012248463928699493,0.3409208655357361,0.3719615936279297,0.0930522084236145
0.0919899874843554,4.007481302592234,-0.5510575596975458,-0.5510575596975458,-0.5343474191661408,-1.9994717836380005,-0.0027804276905953884,2.003308057785034,-0.04910765588283539,0.01374185923486948,0.4151763916015625,0.3723691999912262,-0.23650714755058289
0.0963704630788485,6.996610602198189,-0.6220134157537804,-0.6220134157537804,0.8293448968728456,-1.9994839429855347,-0.0058774338103830814,2.0030930042266846,-0.07431184500455856,0.015560529194772243,0.4146884083747864,0.37133318185806274,-0.3957214057445526
0.1007509386733416,5.445647444754539,-0.9835595802085,-0.9835595802085,0.49559972085753085,-1.9995096921920776,0.008609078824520111,2.002767562866211,-0.03548404574394226,0.017377061769366264,0.37230414152145386,0.36959972977638245,0.23429706692695618
0.1051314142678347,3.6956867404218507,-1.1934181751174247,-1.1934181751174247,0.18672140971837264,-1.9994720220565796,0.018216188997030258,2.0026121139526367,-0.019076159223914146,0.019007930532097816,0.32910799980163574,0.3706260621547699,0.6476472020149231
0.1095118898623279,6.189857302943565,-1.852555968182858,-1.852555968182858,-0.5227501302347884,-1.9993922710418701,0.02321072854101658,2.002528667449951,-0.026104675605893135,0.020449580624699593,0.2888035476207733,0.37346306443214417,0.8511201739311218
0.113892365456821,8.111065362895344,0.21368595155900422,0.21368595155900422,0.25040103784634804,-1.9992905855178833,0.022266699001193047,2.0024142265319824,-0.03295988216996193,0.021714678034186363,0.2499690055847168,0.37719136476516724,0.7614461183547974
0.1182728410513141,6.807041685655202,0.8383835976567826,0.8383835976567826,-1.0509349337147365,-1.9991930723190308,0.03163158893585205,2.002269744873047,-0.0016819275915622711,0.02280966192483902,0.24889680743217468,0.3805268704891205,1.1255689859390259
0.1226533166458072,5.837534705709839,-2.982829899008428,-2.982829899008428,-1.7127348981777422,-1.9990545511245728,0.02530047297477722,2.0022623538970947,-0.018657516688108444,0.023899948224425316,0.3040708899497986,0.3854573965072632,0.7813801765441895
0.1270337922403003,4.16382318293255,-0.7565828621150972,-0.7565828621150972,-0.7091764653329014,-1.9989436864852905,0.010275744833052158,2.002180576324463,-0.06252408027648926,0.025231923907995224,0.2669800817966461,0.3888802230358124,0.06795883178710938
0.1314142678347934,7.569194885503567,2.311381384671827,2.311381384671827,-1.2788470511080399,-1.9988986253738403,0.00540044903755188,2.001906633377075,-0.09139402210712433,0.026401422917842865,0.2655956745147705,0.38917791843414307,-0.17701482772827148
0.1357947434292866,9.813737379302918,1.4875894511664849,1.4875894511664849,0.12598238987325905,-1.9988750219345093,-0.0032821428030729294,2.0015063285827637,-0.10843154788017273,0.02756485901772976,0.370441734790802,0.38840252161026,-0.6169471740722656
0.1401752190237797,8.006540908602906,-0.808933943744227,-0.808933943744227,-0.5535978231476253,-1.998889446258545,0.00654130894690752,2.0010313987731934,-0.06675394624471664,0.02918756939470768,0.4102049767971039,0.385699987411499,-0.26812535524368286
0.1445556946182728,5.96917398444497,-0.5855830421853506,-0.5855830421853506,-0.9306628557638204,-1.9988608360290527,0.006913959980010986,2.000739097595215,-0.05941096693277359,0.030984463170170784,0.40274834632873535,0.38452547788619995,-0.3212777376174927
0.1489361702127659,5.913776486362226,-0.1601010383186334,-0.1601010383186334,-0.30261138476970917,-1.9988305568695068,0.0012742211110889912,2.000478744506836,-0.07971535623073578,0.032748691737651825,0.4128257632255554,0.3831181228160858,-0.6275128126144409
