time,u1,u2,u3
0.00,6.455,0,0
0.02,6.490,0,0
0.04,6.526,0,0
0.06,6.561,0,0
0.08,6.597,0,0
0.10,6.632,0,0
0.12,6.668,0,0
0.14,6.703,0,0
0.16,6.739,0,0
0.18,6.774,0,0
0.20,6.809,0,0
0.22,6.845,0,0
0.24,6.880,0,0
0.26,6.916,0,0
0.28,6.951,0,0
0.30,6.987,0,0
0.32,7.022,0,0
0.34,7.058,0,0
0.36,7.093,0,0
0.38,7.129,0,0
0.40,7.164,0,0
0.42,7.199,0,0
0.44,7.235,0,0
0.46,7.270,0,0
0.48,7.306,0,0
0.50,7.341,0,0
0.52,7.377,0,0
0.54,7.412,0,0
0.56,7.448,0,0
0.58,7.483,0,0
0.60,7.518,0,0
0.62,7.554,0,0
0.64,7.589,0,0
0.66,7.625,0,0
0.68,7.660,0,0
0.70,7.696,0,0
0.72,7.731,0,0
0.74,7.767,0,0
0.76,7.802,0,0
0.78,7.838,0,0
0.80,7.873,0,0
0.82,7.908,0,0
0.84,7.944,0,0
0.86,7.979,0,0
0.88,8.015,0,0
0.90,8.050,0,0
0.92,8.086,0,0
0.94,8.121,0,0
0.96,8.157,0,0
0.98,8.192,0,0
1.00,8.227,0,0
1.02,8.263,0,0
1.04,8.298,0,0
1.06,8.334,0,0
1.08,8.369,0,0
1.10,8.405,0,0
1.12,8.440,0,0
1.14,8.476,0,0
1.16,8.511,0,0
1.18,8.547,0,0
1.20,8.582,0,0
1.22,8.617,0,0
1.24,8.653,0,0
1.26,8.688,0,0
1.28,8.724,0,0
1.30,8.759,0,0
1.32,8.795,0,0
1.34,8.830,0,0
1.36,8.866,0,0
1.38,8.901,0,0
1.40,8.937,0,0
1.42,8.972,0,0
1.44,9.007,0,0
1.46,9.043,0,0
1.48,9.078,0,0
1.50,9.114,0,0
1.52,9.149,0,0
1.54,9.185,0,0
1.56,9.220,0,0
1.58,9.256,0,0
1.60,9.291,0,0
1.62,9.326,0,0
1.64,9.362,0,0
1.66,9.397,0,0
1.68,9.433,0,0
1.70,9.468,0,0
1.72,9.504,0,0
1.74,9.539,0,0
1.76,9.575,0,0
1.78,9.610,0,0
1.80,9.646,0,0
1.82,9.681,0,0
1.84,9.716,0,0
1.86,9.752,0,0
1.88,9.787,0,0
1.90,9.823,0,0
1.92,9.858,0,0
1.94,9.894,0,0
1.96,9.929,0,0
1.98,9.965,0,0
2.00,10.000,0,0
2.02,10.000,0,0
2.04,10.000,0,0
2.06,10.000,0,0
2.08,10.000,0,0
2.10,10.000,0,0
2.12,10.000,0,0
2.14,10.000,0,0
2.16,10.000,0,0
2.18,10.000,0,0
2.20,10.000,0,0
2.22,10.000,0,0
2.24,10.000,0,0
2.26,10.000,0,0
2.28,10.000,0,0
2.30,10.000,0,0
2.32,10.000,0,0
2.34,10.000,0,0
2.36,10.000,0,0
2.38,10.000,0,0
2.40,10.000,0,0
2.42,10.000,0,0
2.44,10.000,0,0
2.46,10.000,0,0
2.48,10.000,0,0
2.50,10.000,0,0
