time,u1,u2,u3,y,z,phi,beta
0.48,10.402980000000001,-2.081410429735605,-1.1568664022576398,0.48613876,1.2864058,0.38200957,0.5503919
0.5,10.402980000000001,-15.0,0.27719801119205517,0.53213876,1.3388373,0.42994317,0.5173969
0.52,10.402980000000001,-15.0,0.6034958183382197,0.581936,1.3953842,0.43713757,0.5153828
0.54,10.402980000000001,-12.153137942722005,-0.31327466039840945,0.63603646,1.4566845,0.40272266,0.5534695
0.56,10.402980000000001,15.0,-1.583945465721565,0.6935493,1.5208404,0.33673477,0.6067414
0.58,10.402980000000001,15.0,-2.137629510142576,0.75287896,1.5853659,0.31497076,0.6404432
0.6,10.402980000000001,15.0,-1.609618522556938,0.81268877,1.6494501,0.3389071,0.6389244
0.62,10.402980000000001,-15.0,-0.5417677047273801,0.87339085,1.7141912,0.40713573,0.61615855
0.64,10.402980000000001,-15.0,0.1492568526849803,0.93663037,1.7814851,0.4368091,0.6013742
0.66,10.402980000000001,-15.0,-0.05265990320449088,1.003716,1.8525252,0.42608443,0.61390996
0.68,10.402980000000001,4.688075079753126,-0.889495987199216,1.0745351,1.9268904,0.3755002,0.64847046
0.7000000000000001,10.402980000000001,15.0,-1.611647150224233,1.1480098,2.0029752,0.3397895,0.6821993
0.72,10.402980000000001,15.0,-1.646571425534649,1.2228173,2.0795593,0.34837654,0.69499385
0.74,10.402980000000001,-7.641767576474685,-1.0366804319747,1.298557,2.156713,0.40135443,0.6854043
0.76,10.402980000000001,-15.0,-0.3386613162859718,1.3761477,2.2355056,0.43671873,0.6699841
0.78,10.402980000000001,-15.0,-0.12572253572106856,1.4569488,2.3170688,0.43298614,0.66817874
0.8,10.402980000000001,-2.058207112502295,-0.5235184964258393,1.5414537,2.401737,0.38958883,0.6860883
0.8200000000000001,10.402980000000001,15.0,-1.1438913490525675,1.629096,2.488791,0.342099,0.7128833
0.84,9.438614917797446,15.0,-1.4572942117850474,1.7187413,2.5771887,0.33765957,0.73130846
0.86,8.47899166559562,4.773743893551419,-1.236450661072503,1.8092597,2.6658077,0.37710622,0.7302073
0.88,7.77437923533976,-15.0,-0.6420111462209864,1.9006028,2.754382,0.43258005,0.7133765
0.9,7.129649374206959,-15.0,-0.1301655542423495,1.9936599,2.843361,0.44976592,0.6957586
0.92,6.376408502777516,-15.0,-0.06517814906537395,2.08922,2.9331038,0.4272989,0.6902586
0.9400000000000001,5.532673887198269,15.0,-0.41173944821815806,2.1871333,3.0232093,0.3650057,0.69712186
0.96,4.776708620709776,15.0,-0.7905450646053371,2.2864976,3.112515,0.34381047,0.7049984
0.98,4.293026225825249,15.0,-0.8310435631222779,2.3862994,3.1998854,0.36472335,0.7016959
1.0,4.08436950642377,-15.0,-0.48358271360830063,2.4862504,3.284929,0.42785236,0.684971
1.02,3.9825669753266864,-15.0,-0.04213963927098491,2.5868695,3.3680744,0.45227093,0.66390467
1.04,3.7954399053244283,-15.0,0.1353819966249042,2.688929,3.4499736,0.43680185,0.650496
1.06,3.4663656167885653,8.244431879742898,-0.0625544382308118,2.7926388,3.53082,0.38097176,0.6492511
1.08,3.099477609853669,15.0,-0.42017624887838795,2.8975477,3.6100554,0.34729365,0.6540478
1.1,2.8722270164298256,-15.0,-0.6063924318390943,3.0029252,3.6868072,0.354736,0.654248
1.12,2.864148022639974,-15.0,-0.46445216165585107,3.1083736,3.7605941,0.3237954,0.64421475
1.1400000000000001,2.9887701117298,-15.0,-0.1331152788051564,3.2141075,3.8316596,0.25409335,0.6278049
1.16,3.07747401361674,-15.0,0.09508802847073772,3.320582,3.9007022,0.14474627,0.61425847
1.18,3.019849639249443,-15.0,0.04017829254472377,3.42799,3.9682438,-0.004854381,0.6098469
1.2,2.8526075382637224,3.58220832110279,-0.22132691545144528,3.5360153,4.034175,-0.19456217,0.6126836
1.22,2.7219842259319864,15.0,-0.44091866176051003,3.6439993,4.097868,-0.3741272,0.6148276
1.24,2.7522912099151307,15.0,-0.42108254289302827,3.7512922,4.1587315,-0.51251644,0.609282
1.26,2.9399654508395496,15.0,-0.17615219019717365,3.8575883,4.216678,-0.6097828,0.5957415
1.28,3.1696238603195552,15.0,0.09374010621005752,3.9629304,4.2721205,-0.6665794,0.5803271
1.3,3.322971056562327,15.0,0.1835574151668638,4.067428,4.3255644,-0.683626,0.57005
1.32,3.3745278538190204,15.0,0.05257029763298526,4.1710253,4.3771877,-0.6611621,0.5671824
1.34,3.398480191260055,0.08817541013601016,-0.16159521255840714,4.2735014,4.4267488,-0.5988383,0.5681498
1.36,3.4934141596541184,-15.0,-0.276388836165922,4.3746285,4.4738894,-0.53584856,0.5673307
1.3800000000000001,3.689001392649897,-15.0,-0.2191620820188629,4.4743605,4.51855,-0.51212174,0.5621321
1.4000000000000001,3.9170169209581243,-10.72406828430352,-0.07558146187191972,4.5728517,4.5610604,-0.52781045,0.5547738
1.42,4.085177133960128,15.0,0.0055276356382394365,4.670279,4.601877,-0.5718952,0.54962504
1.44,4.160811754732803,15.0,-0.049057875197674794,4.766658,4.641238,-0.5759946,0.5490064
1.46,4.192366275004056,15.0,-0.18251954887736843,4.8617907,4.6790023,-0.53996325,0.551184
1.48,4.2682900902809955,-15.0,-0.2697554815092561,4.955499,4.71492,-0.46344516,0.5525294
1.5,4.41551693771774,-15.0,-0.24667320104916907,5.047749,4.748936,-0.42620772,0.55104035
1.52,4.589826159435734,-15.0,-0.1580543575623794,5.1387377,4.7813296,-0.42831248,0.5481592
1.54,4.71206646633422,7.098556378703925,-0.110120393107905,5.2286425,4.812452,-0.46999577,0.5468471
1.56,4.762796098438036,15.0,-0.15436106241614478,5.3174906,4.8424735,-0.49245593,0.548571
1.58,4.782308983928934,15.0,-0.24887975152847153,5.4050946,4.871262,-0.47450447,0.5518235
1.6,4.841518883875283,-7.941765132512536,-0.3014354110918764,5.4912705,4.8985987,-0.41588932,0.553831
1.62,4.962059267231906,-15.0,-0.2684916514220962,5.575993,4.9244523,-0.37764838,0.55337226
1.6400000000000001,5.100936793921344,-15.0,-0.19417983968197883,5.6594577,4.949078,-0.37869146,0.5520255
1.6600000000000001,5.1902720115915315,2.9279761678412446,-0.16563601434196362,5.741853,4.972782,-0.41921672,0.5523584
1.68,5.215915647902063,15.0,-0.21768195877645036,5.8231964,4.9956784,-0.45149237,0.55527204
1.7,5.221239473554461,15.0,-0.3021213196349108,5.903285,5.017604,-0.44318753,0.5589894
1.72,5.271353181428024,-1.2875691664299111,-0.3350548459753296,5.9819083,5.0383296,-0.39407703,0.56087
1.74,5.383242257502028,-15.0,-0.28529800612727685,6.0590405,5.057839,-0.34750658,0.56012595
1.76,5.508194551507342,-15.0,-0.20685341584830513,6.134887,5.0764,-0.34017533,0.55873036
1.78,5.578552884035376,-7.106447406414681,-0.1864949535463562,6.2096887,5.094336,-0.37229246,0.5594597
1.8,5.578924653763864,15.0,-0.2538752539655046,6.2834864,5.111749,-0.4228628,0.5630539
1.82,5.559692287299065,15.0,-0.3493798693180308,6.3560824,5.128447,-0.43275613,0.567349
1.84,5.590033649784261,14.417040847493318,-0.38155988017389814,6.4271812,5.1441255,-0.40171778,0.569158
1.86,5.698177668778673,-15.0,-0.3133504503663754,6.4966984,5.158718,-0.3312165,0.5674921
1.8800000000000001,5.829871143989944,-15.0,-0.20871947131298446,6.5648084,5.172492,-0.29987964,0.5646573
1.9000000000000001,5.906260674684057,-15.0,-0.17111882650999166,6.6318846,5.1858788,-0.30798617,0.5644425
1.92,5.88606010187555,4.697765469540592,-0.2526196512262224,6.6980853,5.1990633,-0.3556364,0.56833524
1.94,5.824587219516728,15.0,-0.38714458688815,6.7632823,5.211859,-0.39008558,0.57400787
1.96,5.808868205693531,15.0,-0.4555890104189044,6.827135,5.2238717,-0.38350236,0.57717466
1.98,5.890025449802149,-3.6128102762263903,-0.39063422404643133,6.889426,5.234885,-0.33570427,0.575521
2.0,6.028489834640622,-15.0,-0.24678315332237938,6.950244,5.2450905,-0.29649863,0.570957
2.02,6.129208383450731,-15.0,-0.15459782047556409,7.0099354,5.254953,-0.2966349,0.56812495
2.04,6.12525933612369,-3.21401186588222,-0.20532394547362787,7.068759,5.2647977,-0.33635893,0.57014924
2.06,6.046361024287976,15.0,-0.3596736262909364,7.1266527,5.274527,-0.38410613,0.5756732
2.08,5.990694007543362,15.0,-0.4804993690871845,7.1832786,5.2837114,-0.39089417,0.5799353
2.1,6.038093061417322,8.900706517616037,-0.4561286569389302,7.238302,5.29198,-0.3564009,0.5789849
2.12,6.177998201923426,-15.0,-0.30298773179481603,7.291715,5.2993937,-0.2969561,0.5734216
2.14,6.310337851000465,-15.0,-0.15877844110306427,7.3438263,5.3064117,-0.2767033,0.5679989
2.16,6.340021396148465,-15.0,-0.15762472449804893,7.3950443,5.3135242,-0.2960271,0.5675544
2.18,6.25592861504618,14.01311863781708,-0.3117227225617627,7.4454503,5.320798,-0.35493055,0.5724447
2.2,6.155045462490972,15.0,-0.4873490690557815,7.4947853,5.3278418,-0.37563443,0.5781475
2.22,6.145886835528518,15.0,-0.5290960375712271,7.542603,5.3341284,-0.3550387,0.5790361
2.24,6.264039150333013,-15.0,-0.39257366583105574,7.5887628,5.3395257,-0.29303208,0.57366294
2.2600000000000002,6.419525765682086,-15.0,-0.2002541688297203,7.633501,5.344416,-0.26997858,0.5661257
2.2800000000000002,6.490846042322442,-15.0,-0.12669366421150335,7.677301,5.349402,-0.28639108,0.56264085
2.3000000000000003,6.422617778105642,10.763420578220085,-0.2478837470109866,7.7203426,5.3547273,-0.34246573,0.5656559
2.32,6.295378050405513,15.0,-0.4556473166201288,7.7624145,5.3600836,-0.3691769,0.5716286
2.34,6.2388385487384905,15.0,-0.5632052713121172,7.8030443,5.364868,-0.354673,0.57406175
